ROUTE,ORIGIN_AIRPORT,ORIGIN_AIRPORT_NAME,DESTINATION_AIRPORT,DESTINATION_AIRPORT_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,flights,delayed_flights,avg_arrival_delay,delayed_15_rate,delayed_15_pct,adjusted_delay_rate,adjusted_delay_pct,flights_normalized,avg_arrival_delay_positive,avg_delay_normalized,delay_impact_score,cluster,pca_1,pca_2
ORD-DAY,ORD,Chicago O'Hare International Airport,DAY,James M. Cox Dayton International Airport,41.9796,-87.90446,39.90238,-84.21938,2785,536,12.170915619389588,0.19245960502693,19.25,0.1922395448869421,19.22,18.873678503659526,12.170915619389588,3.194466041834537,16.73,0,0.854933783348837,0.6030873202595729
ORD-IND,ORD,Chicago O'Hare International Airport,IND,Indianapolis International Airport,41.9796,-87.90446,39.71733,-86.29438,3232,582,10.814356435643564,0.1800742574257425,18.01,0.1802554282709568,18.03,21.90295473027921,10.814356435643564,2.838413762636106,16.72,0,0.6037698637548409,1.1402010786213088
DFW-MSY,DFW,Dallas/Fort Worth International Airport,MSY,Louis Armstrong New Orleans International Airport,32.89595,-97.0372,29.99339,-90.25803,2811,538,12.43365350409107,0.191390964069726,19.14,0.1912095798690581,19.12,19.049878015722417,12.43365350409107,3.2634261165593363,16.72,0,0.8711539413434061,0.6056945130853237
PHL-LAX,PHL,Philadelphia International Airport,LAX,Los Angeles International Airport,39.87195,-75.24114,33.94254,-118.40807,2033,436,12.183472700442696,0.2144613871126414,21.45,0.2131322489445982,21.31,13.77744646245595,12.183472700442696,3.1977618636332537,16.71,0,1.0082725408871873,-0.13869403055160723
PHX-PDX,PHX,Phoenix Sky Harbor International Airport,PDX,Portland International Airport,33.43417,-112.00806,45.58872,-122.5975,3372,595,9.419335705812577,0.176453143534994,17.65,0.1767313038591094,17.67,22.85172133369477,9.419335705812577,2.4722665894521194,16.69,0,0.4135944039767973,1.3928349569201481
PHL-PHX,PHL,Philadelphia International Airport,PHX,Phoenix Sky Harbor International Airport,39.87195,-75.24114,33.43417,-112.00806,2598,513,11.558506543494996,0.197459584295612,19.75,0.1970389499625011,19.7,17.606397397668744,11.558506543494996,3.0337287515734896,16.68,0,0.8118097779700313,0.48283216611802265
PHX-OAK,PHX,Phoenix Sky Harbor International Airport,OAK,Oakland International Airport,33.43417,-112.00806,37.72129,-122.22072,2704,528,10.19637573964497,0.1952662721893491,19.53,0.1949397599853167,19.49,18.324749254540524,10.19637573964497,2.676214104893693,16.68,0,0.6518317654007969,0.7036266392463737
SJC-LAS,SJC,Norman Y. Mineta San José International Airport,LAS,McCarran International Airport,37.36186,-121.92901,36.08036,-115.15233,3039,562,10.811122079631458,0.1849292530437644,18.49,0.1849668961448958,18.5,20.59501219842776,10.811122079631458,2.8375648502969706,16.67,0,0.6295879269403677,0.9673980883450584
DTW-LAS,DTW,Detroit Metropolitan Airport,LAS,McCarran International Airport,42.21206,-83.34884,36.08036,-115.15233,3183,574,11.234684260131951,0.1803330191643104,18.03,0.1805090121836211,18.05,21.570886419083763,11.234684260131951,2.948736026281352,16.67,0,0.6323638713245426,1.0646724025793917
BOS-RIC,BOS,Gen. Edward Lawrence Logan International Airport,RIC,Richmond International Airport,42.36435,-71.00518,37.50517,-77.31967,2436,486,14.219622331691298,0.1995073891625615,19.95,0.1989791352519038,19.9,16.508538899430743,14.219622331691298,3.7321843390265874,16.63,0,1.0885558631925574,0.10045487915954403
BNA-BWI,BNA,Nashville International Airport,BWI,Baltimore-Washington International Airport,36.12448,-86.67818,39.1754,-76.6682,1985,425,12.509319899244332,0.2141057934508816,21.41,0.2127631112704212,21.28,13.452155055570616,12.509319899244332,3.283286062793788,16.62,0,1.008295304743304,-0.20384877465598092
PHL-TPA,PHL,Philadelphia International Airport,TPA,Tampa International Airport,39.87195,-75.24114,27.97547,-82.53325,2571,505,12.77168416958382,0.1964216258265266,19.64,0.1960355997749263,19.6,17.423420981295745,12.77168416958382,3.352148076006252,16.62,0,0.9104882627884648,0.3585785389497799
IAD-SFO,IAD,Washington Dulles International Airport,SFO,San Francisco International Airport,38.94453,-77.45581,37.619,-122.37484,3943,621,11.274663961450672,0.1574942936850114,15.75,0.1582020991834845,15.82,26.72133369476823,11.274663961450672,2.9592293862075256,16.62,0,0.39993426925797904,1.7358388916088816
MSP-MDW,MSP,Minneapolis-Saint Paul International Airport,MDW,Chicago Midway International Airport,44.88055,-93.21692,41.78598,-87.75242,3205,571,11.286427457098284,0.1781591263650546,17.82,0.1783997237515364,17.84,21.719978313906207,11.286427457098284,2.962316917873565,16.58,0,0.589794725334075,1.0886439261964118
LAS-MDW,LAS,McCarran International Airport,MDW,Chicago Midway International Airport,36.08036,-115.15233,41.78598,-87.75242,2938,547,10.56569094622192,0.1861810755616065,18.62,0.1861787646474088,18.62,19.910544863106534,10.56569094622192,2.773147229979507,16.57,0,0.5791290476228819,0.906425623896688
MDW-BWI,MDW,Chicago Midway International Airport,BWI,Baltimore-Washington International Airport,41.78598,-87.75242,39.1754,-76.6682,2108,440,13.168880455407969,0.2087286527514231,20.87,0.20770429664802,20.77,14.285714285714285,13.168880455407969,3.4563990696608844,16.55,0,1.0167325059656946,-0.12575158071708983
PHX-AUS,PHX,Phoenix Sky Harbor International Airport,AUS,Austin-Bergstrom International Airport,33.43417,-112.00806,30.19453,-97.66987,1710,379,12.071345029239763,0.2216374269005848,22.16,0.21967463370101,21.97,11.588506370290052,12.071345029239763,3.1683320286718546,16.55,0,0.9844507089897488,-0.4421101414370632
MSP-PHX,MSP,Minneapolis-Saint Paul International Airport,PHX,Phoenix Sky Harbor International Airport,44.88055,-93.21692,33.43417,-112.00806,4371,637,8.676961793639899,0.1457332418210935,14.57,0.1466363424287247,14.66,29.6218487394958,8.676961793639899,2.2774177936062725,16.54,0,-0.028719856718681592,2.3263453071636957
CVG-DFW,CVG,Cincinnati/Northern Kentucky International Airport,DFW,Dallas/Fort Worth International Airport,39.04614,-84.66217,32.89595,-97.0372,2212,454,13.511301989150091,0.2052441229656419,20.52,0.2044165601206004,20.44,14.990512333965844,13.511301989150091,3.546273487965903,16.54,0,1.0255154932955834,-0.04965224609741607
MGM-ATL,MGM,Montgomery Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,32.30064,-86.39398,33.64044,-84.42694,2406,479,13.659600997506235,0.1990856192851205,19.91,0.1985678719069545,19.86,16.305231770127406,13.659600997506235,3.585197112206361,16.53,0,0.9929708391341281,0.13137034058428876
MDW-PHX,MDW,Chicago Midway International Airport,PHX,Phoenix Sky Harbor International Airport,41.78598,-87.75242,33.43417,-112.00806,2429,486,11.200494030465212,0.2000823384108686,20.01,0.1995298880975991,19.95,16.461100569259962,11.200494030465212,2.939762212720528,16.53,0,0.7417311355135677,0.36749463054050957
SAN-SMF,SAN,San Diego International Airport (Lindbergh Field),SMF,Sacramento International Airport,32.73356,-117.18966,38.69542,-121.59077,3024,556,9.375661375661377,0.1838624338624338,18.39,0.1839344068498169,18.39,20.49335863377609,9.375661375661377,2.460803510672277,16.53,0,0.4213210238053963,1.0945137923460313
MOB-ATL,MOB,Mobile Regional Airport,ATL,Hartsfield-Jackson Atlanta International Airport,30.69142,-88.24283,33.64044,-84.42694,2423,481,13.576145274453156,0.1985142385472554,19.85,0.1980226266344939,19.8,16.420439143399296,13.576145274453156,3.563292722953584,16.52,0,0.976405842488724,0.15662354329760206
JFK-SLC,JFK,John F. Kennedy International Airport (New York International Airport),SLC,Salt Lake City International Airport,40.63975,-73.77893,40.78839,-111.97777,1970,417,14.18984771573604,0.2116751269035533,21.17,0.2104401386467768,21.04,13.350501490918948,14.18984771573604,3.7243694791958113,16.52,0,1.132850956704854,-0.350277497757305
ONT-PHX,ONT,Ontario International Airport,PHX,Phoenix Sky Harbor International Airport,34.056,-117.60119,33.43417,-112.00806,3217,571,10.024246192104446,0.1774945601492073,17.75,0.1777543222788146,17.78,21.80130116562754,10.024246192104446,2.631035745959172,16.51,0,0.42801471995689055,1.2168783408060702
AGS-ATL,AGS,Augusta Regional Airport (Bush Field),ATL,Hartsfield-Jackson Atlanta International Airport,33.36996,-81.9645,33.64044,-84.42694,2567,499,13.089598753408648,0.1943903389170237,19.44,0.1940798976373558,19.41,17.3963133640553,13.089598753408648,3.4355902239917717,16.51,0,0.8909760241549852,0.3400048957692925
PHX-IAH,PHX,Phoenix Sky Harbor International Airport,IAH,George Bush Intercontinental Airport,33.43417,-112.00806,29.98047,-95.33972,3531,594,10.42707448314925,0.1682242990654205,16.82,0.168716906361561,16.87,23.92924911900244,10.42707448314925,2.736764956207152,16.51,0,0.38445139924945043,1.4629296987383176
SFO-EUG,SFO,San Francisco International Airport,EUG,Eugene Airport (Mahlon Sweet Field),37.619,-122.37484,44.12326,-123.21869,1996,422,13.02805611222445,0.2114228456913827,21.14,0.2102152132627997,21.02,13.52670100298184,13.02805611222445,3.4194372997964435,16.51,0,1.0047025088525443,-0.22115807985390298
PHX-MSP,PHX,Phoenix Sky Harbor International Airport,MSP,Minneapolis-Saint Paul International Airport,33.43417,-112.00806,44.88055,-93.21692,4376,634,8.622714808043876,0.1448811700182815,14.49,0.1458022982571108,14.58,29.65573326104635,8.622714808043876,2.263179739644062,16.5,0,-0.056632815057346325,2.3379573913142964
DEN-BOI,DEN,Denver International Airport,BOI,Boise Airport (Boise Air Terminal),39.85841,-104.667,43.56444,-116.22278,2115,440,12.609456264775414,0.2080378250591016,20.8,0.2070478948075973,20.7,14.333152615885064,12.609456264775414,3.309568573431867,16.5,0,0.9355451117176972,-0.06345178987730024
FLL-LAX,FLL,Fort Lauderdale-Hollywood International Airport,LAX,Los Angeles International Airport,26.07258,-80.15275,33.94254,-118.40807,1891,405,13.11158117398202,0.2141723955579058,21.42,0.2127629768954435,21.28,12.815126050420169,13.11158117398202,3.441359888184257,16.49,0,1.02468083960325,-0.33370191632314633
MDW-MCO,MDW,Chicago Midway International Airport,MCO,Orlando International Airport,41.78598,-87.75242,28.42889,-81.31603,2713,520,10.177663103575378,0.191669738297088,19.17,0.1914721247774007,19.15,18.385741393331525,10.177663103575378,2.671302651857055,16.49,0,0.556340922079839,0.736133370613909
LAS-DAL,LAS,McCarran International Airport,DAL,Dallas Love Field,36.08036,-115.15233,32.84711,-96.85177,1542,348,12.215304798962386,0.22568093385214,22.57,0.2232710639456931,22.33,10.44998644619138,12.215304798962386,3.2061167451344845,16.49,0,1.0014941110483517,-0.6237012875023192
MIA-TPA,MIA,Miami International Airport,TPA,Tampa International Airport,25.79325,-80.29056,27.97547,-82.53325,2171,448,11.890833717181025,0.2063565177337632,20.64,0.2054650317035791,20.55,14.712659257251287,11.890833717181025,3.120953731543576,16.48,0,0.8413329220019807,0.057978889698200343
DEN-IND,DEN,Denver International Airport,IND,Indianapolis International Airport,39.85841,-104.667,39.71733,-86.29438,2076,432,13.056840077071293,0.2080924855491329,20.81,0.2070823010104908,20.71,14.06885334779073,13.056840077071293,3.426992146212937,16.46,0,0.9682683469102763,-0.1357854445436795
OAK-ONT,OAK,Oakland International Airport,ONT,Ontario International Airport,37.72129,-122.22072,34.056,-117.60119,2329,471,10.55259768140833,0.2022327179046801,20.22,0.2015689942358288,20.16,15.783410138248849,10.55259768140833,2.7697106775349947,16.46,0,0.6646869275489978,0.3341375827862977
MSP-LGA,MSP,Minneapolis-Saint Paul International Airport,LGA,LaGuardia Airport (Marine Air Terminal),44.88055,-93.21692,40.77724,-73.87261,2302,464,12.529105125977413,0.2015638575152041,20.16,0.2009205191502198,20.09,15.600433721875849,12.529105125977413,3.288479035689609,16.45,0,0.8644959984179417,0.13699054615396872
SEA-HNL,SEA,Seattle-Tacoma International Airport,HNL,Honolulu International Airport,47.44898,-122.30931,21.31869,-157.92241,1880,404,11.104787234042552,0.2148936170212766,21.49,0.2134399429287011,21.34,12.740580103008943,11.104787234042552,2.9146423186463397,16.43,0,0.7979185277073532,-0.1638095067663444
MDW-MCI,MDW,Chicago Midway International Airport,MCI,Kansas City International Airport,41.78598,-87.75242,39.29761,-94.71391,2631,506,11.340174838464462,0.1923223109083998,19.23,0.1920948689120571,19.21,17.83003523990241,11.340174838464462,2.9764238421166564,16.43,0,0.6634386267047021,0.5634110989149603
DFW-BWI,DFW,Dallas/Fort Worth International Airport,BWI,Baltimore-Washington International Airport,32.89595,-97.0372,39.1754,-76.6682,1884,401,13.708067940552016,0.2128450106157112,21.28,0.2114975236889255,21.15,12.767687720249391,13.708067940552016,3.597918094633075,16.42,0,1.0542284552811434,-0.38282563419518767
PHX-SNA,PHX,Phoenix Sky Harbor International Airport,SNA,John Wayne Airport (Orange County Airport),33.43417,-112.00806,33.67566,-117.86822,4173,626,7.455787203450755,0.1500119817876827,15.0,0.15085679545959,15.09,28.280021686093797,7.455787203450755,1.9568995284647648,16.42,0,-0.14904707922537425,2.281990551792118
LAX-MSP,LAX,Los Angeles International Airport,MSP,Minneapolis-Saint Paul International Airport,33.94254,-118.40807,44.88055,-93.21692,3358,576,10.068790946992255,0.1715306730196545,17.15,0.1719523097162603,17.2,22.75684467335321,10.068790946992255,2.6427272826751333,16.41,0,0.3431066145727139,1.351687573315544
ATL-RSW,ATL,Hartsfield-Jackson Atlanta International Airport,RSW,Southwest Florida International Airport,33.64044,-84.42694,26.53617,-81.75517,4245,625,8.507420494699646,0.1472320376914016,14.72,0.1481268324508235,14.81,28.767958796421794,8.507420494699646,2.2329187650130304,16.41,0,-0.070429048928173,2.248366115007024
ORD-RIC,ORD,Chicago O'Hare International Airport,RIC,Richmond International Airport,41.9796,-87.90446,37.50517,-77.31967,2270,456,13.692511013215858,0.2008810572687224,20.09,0.2002578426155393,20.03,15.38357278395229,13.692511013215858,3.593834911605212,16.4,0,0.9651336125385425,0.01040330387055061
PHX-PHL,PHX,Phoenix Sky Harbor International Airport,PHL,Philadelphia International Airport,33.43417,-112.00806,39.87195,-75.24114,2640,507,10.600378787878787,0.1920454545454545,19.2,0.1918288638681854,19.18,17.891027378693416,10.600378787878787,2.7822516503618866,16.4,0,0.5727927725937992,0.6402537514916279
MCI-DEN,MCI,Kansas City International Airport,DEN,Denver International Airport,39.29761,-94.71391,39.85841,-104.667,2288,457,14.488636363636363,0.1997377622377622,19.97,0.1991671218588057,19.92,15.505557061534292,14.488636363636363,3.802791696492484,16.4,0,1.0390094378972532,-0.03962062973050986
IAH-BOS,IAH,George Bush Intercontinental Airport,BOS,Gen. Edward Lawrence Logan International Airport,29.98047,-95.33972,42.36435,-71.00518,1793,385,14.138315672058004,0.2147239263803681,21.47,0.2132124072893968,21.32,12.150989428029275,14.138315672058004,3.710844008414174,16.39,0,1.0995629326768415,-0.5088614637507382
CLT-TPA,CLT,Charlotte Douglas International Airport,TPA,Tampa International Airport,35.21401,-80.94313,27.97547,-82.53325,3099,554,9.918038076798968,0.1787673443046143,17.88,0.1789969012187646,17.9,21.001626457034423,9.918038076798968,2.6031596002097026,16.38,0,0.3848125590971466,1.1319217456430615
ORD-GRB,ORD,Chicago O'Hare International Airport,GRB,Green Bay-Austin Straubel International Airport,41.9796,-87.90446,44.48507,-88.12959,2896,532,11.229627071823204,0.1837016574585635,18.37,0.1837820717619586,18.38,19.625914882081865,11.229627071823204,2.9474086802685573,16.38,0,0.5642148155188978,0.8302946437781183
PHX-SJC,PHX,Phoenix Sky Harbor International Airport,SJC,Norman Y. Mineta San José International Airport,33.43417,-112.00806,37.36186,-121.92901,3375,577,9.520592592592592,0.1709629629629629,17.1,0.1713988739564973,17.14,22.8720520466251,9.520592592592592,2.498843200155536,16.38,0,0.2710333949868473,1.4172467727523756
LGA-MSP,LGA,LaGuardia Airport (Marine Air Terminal),MSP,Minneapolis-Saint Paul International Airport,40.77724,-73.87261,44.88055,-93.21692,2305,458,14.418655097613884,0.1986984815618221,19.87,0.1981750881492009,19.82,15.620764434806182,14.418655097613884,3.784423910134877,16.36,0,1.012054475211769,-0.012978489441185955
SEA-GEG,SEA,Seattle-Tacoma International Airport,GEG,Spokane International Airport,47.44898,-122.30931,47.61986,-117.53384,3419,579,9.720678560982744,0.169347762503656,16.93,0.1698241224776436,16.98,23.170235836269992,9.720678560982744,2.551359202357676,16.36,0,0.2710435155203455,1.440506157288636
BOS-DTW,BOS,Gen. Edward Lawrence Logan International Airport,DTW,Detroit Metropolitan Airport,42.36435,-71.00518,42.21206,-83.34884,3693,590,12.10804224207961,0.1597617113457893,15.98,0.1604563899285072,16.05,25.027107617240446,12.10804224207961,3.177963843065515,16.36,0,0.42997292370504825,1.4701790431802775
IAH-SEA,IAH,George Bush Intercontinental Airport,SEA,Seattle-Tacoma International Airport,29.98047,-95.33972,47.44898,-122.30931,2362,468,12.739627434377644,0.1981371718882303,19.81,0.1976486949629683,19.76,16.00704798048252,12.739627434377644,3.3437342347447894,16.36,0,0.8304597246739687,0.18940677848456247
ATL-AUS,ATL,Hartsfield-Jackson Atlanta International Airport,AUS,Austin-Bergstrom International Airport,33.64044,-84.42694,30.19453,-97.66987,3429,576,10.727034120734908,0.1679790026246719,16.8,0.168492798809529,16.85,23.2380048793711,10.727034120734908,2.8154945198779284,16.34,0,0.358004409305901,1.3628474211673993
LAX-CLT,LAX,Los Angeles International Airport,CLT,Charlotte Douglas International Airport,33.94254,-118.40807,35.21401,-80.94313,2126,440,9.311382878645343,0.2069614299153339,20.7,0.2060247470794376,20.6,14.407698563296286,9.311382878645343,2.4439325140801427,16.33,0,0.5235197683629254,0.25473937313611966
